"","Month","Year","SPI3","SPEI3","SMI(PREC-PET3)","SMI(PREC-RH3)","SMI(PREC-TMean3)","SMI(PREC-PET-RH3)","SPI6","SPEI6","SMI(PREC-PET6)","SMI(PREC-RH6)","SMI(PREC-TMean6)","SMI(PREC-PET-RH6)","SPI9","SPEI9","SMI(PREC-PET9)","SMI(PREC-RH9)","SMI(PREC-TMean9)","SMI(PREC-PET-RH9)","SPI12","SPEI12","SMI(PREC-PET12)","SMI(PREC-RH12)","SMI(PREC-TMean12)","SMI(PREC-PET-RH12)"
"11",11,1950,-1.4312678507648,-1.37051551704199,-0.828721549565238,0.300376274619781,-0.857341667191687,-1.23800385332698,-1.6799531525946,-1.04874574349907,-0.16743849925428,-1.63247520797963,-0.178749951716022,-1.64260131941486,1.32391369226124,1.27424151859712,0.161712693941969,-0.5916610739964,0.180491502429633,-0.611842966646422,NA,NA,0.130478361869681,-0.786933253748168,0.156310226271283,-0.640218718227774
"12",12,1950,-1.2352630041944,-1.17474467443849,-0.575199222102014,0.143891278236853,-0.622546646442431,-0.859321651270164,-1.64382437989363,-1.43664477531334,-0.682355154566543,-1.24174568010743,-0.711145118559569,-1.89954028396193,0.686781388155057,0.632040875192832,-0.480374793498641,-0.924697813014997,-0.528571284399445,-1.3910891988034,0.598902614006687,0.665655522068788,-0.191518841779056,-0.820076376199338,-0.175050630734438,-0.944439456954682
"13",1,1951,-0.511644013012271,-0.80253432827505,-0.979230184400073,-0.193848787665482,-0.908418309461832,-0.867678420199383,-0.901107906485723,-1.11760858265976,-0.819514789324587,-0.588624638176148,-0.783259348493405,-1.55130106530516,0.539749752870394,0.585004483981779,0.0909022040811329,-0.388237304624184,0.114128541357727,-0.87105184610862,0.718965162803318,0.737353703700921,-0.448235252392986,-0.804118469956203,-0.396967636706684,-1.06481967401089
"14",2,1951,0.221463787085241,-0.0825160050167297,-0.908582913514525,0.359660118321082,-0.842166806817133,-0.567210948028858,-0.64891514419724,-1.05556668998162,-1.22845976682935,0.466716209278393,-1.20173396665564,-1.27647962753704,-1.05650490445671,-1.03926634327526,-0.661283551855494,-1.1252605596352,-0.632173957035568,-1.66865775466137,1.12044885279607,1.04235537044901,-0.314244155689099,-0.332563461350726,-0.264773177137283,-0.813477026257066
"15",3,1951,1.9494267591022,1.73683109798852,-0.769326701397538,0.613811805258441,-0.689995400670617,0.00665866061769955,1.05508826270459,0.943116055691973,-0.950723397987639,0.535776988465479,-0.928107382106109,-0.60292378275716,0.772864013136145,0.537665136408831,-1.00131162882863,-0.659496691191758,-0.979016588164115,-1.54712376768933,1.65892038338386,1.40673546825297,-0.800680125206296,-0.493905894265679,-0.802753860336197,-1.20138925478503
"16",4,1951,1.51256486015085,1.27213184159318,-1.30224027633166,0.0166329588741548,-1.3321082727025,-0.651423446149247,0.782589666559268,0.530411819001914,-1.61324323386021,-0.125310514271942,-1.58429153967712,-1.07416723100826,0.479008827521727,0.155114667711843,-1.42097979759289,-0.471006961237231,-1.40862164985906,-1.6427315178019,1.29120595974574,1.15466599380049,-0.572396520171572,-0.327906889064264,-0.567215920238598,-1.08006474981802
"17",5,1951,1.59428709736975,1.40207606106972,-0.972453869872756,-0.37938539957817,-1.02707307873385,-0.298105621579684,1.31007698813946,1.03641048307353,-1.33009386519448,-0.0139478801376985,-1.32175219873747,-0.611871214243281,0.731839170500589,0.384177981207413,-1.56447970296897,0.162033926566287,-1.57419259344345,-1.21435261237386,0.459620349513258,0.214835940143927,-1.05891528994804,-1.16419693030986,-1.06101524577066,-1.59415281654849
"18",6,1951,1.21544616464851,1.11717744893748,0.423249294852778,0.165087204320008,0.401376502024399,0.901199280789291,2.14183253620434,1.87298995005219,-0.244713680983254,0.550764771532407,-0.204084380411334,0.641952506722942,1.43588713457246,1.28315513964862,-0.531899309547326,0.532773221075737,-0.526061672733244,0.0280224401759622,1.22192967113687,1.00391600209476,-0.655536660243978,-0.48859728612384,-0.647164985064292,-0.889248845223006
"19",7,1951,2.12719814836271,1.85396525345386,1.33402262647874,0.659128044684506,1.31659562824011,1.94115741212722,2.33051776898967,1.98765893453338,0.0224735153110482,0.477835188077756,-0.0109690960934941,0.911979633269643,1.79289648691076,1.57506553738817,-0.547009262149091,0.278232147571696,-0.533431784960779,0.243673882968241,1.51866765553765,1.29479073075537,-0.563593289740539,-0.0783399714485017,-0.56160431897864,-0.45206851995021
"20",8,1951,2.08770663563552,1.84775600777268,0.621136550761393,-0.212092542139188,0.635305445274098,1.03412520563254,2.2314171311428,1.91912528341806,-0.248418858691923,-0.418238063510606,-0.277021550268799,0.520444438969878,1.93205841748413,1.65853301109467,-0.727403738458628,-0.133840082740793,-0.712412381256212,0.0974617114499898,1.4626211077725,1.16808085330955,-1.04431089109556,0.0342792256117527,-1.04563805373429,-0.53459760865149
"21",9,1951,0.683151080687092,0.164360858130569,-0.713688449668644,-1.57391716802246,-0.734456141594158,-0.550954542104059,1.26357081900503,0.990392130153547,-0.205371495892388,-0.996193220872798,-0.235522871814947,0.247660429799238,2.21353382138984,1.84952930235505,-0.611856102362783,-0.459003947788287,-0.590672649883968,0.20605827366224,1.43888561635812,1.17656616867549,-0.817482539157709,-0.325563440103576,-0.822810843341404,-0.251209125983616
"22",10,1951,1.58243759455142,1.57337940724626,0.392663321048114,0.161208098300003,0.384661037958175,0.481527100285598,2.59063580253394,2.32753700597071,1.22095134247576,0.580065249556763,1.20297012520763,1.71309664740273,2.61250021925643,2.25422385434723,0.245053822520919,0.483224336261499,0.213127924355707,1.02263805341237,2.08312447911762,1.87653747506706,-0.277392256602438,0.321560157096591,-0.269634957983025,0.451791323032092
"23",11,1951,1.46172452342483,1.50756050747275,0.844229752304804,1.21295708609094,0.821091408540804,1.01267203162329,2.53975808703421,2.27191367049843,1.03617044982037,0.707718106077465,1.02982809143127,1.44730420617749,2.7196960374742,2.3109636406894,0.284583125991147,0.358811151299825,0.24787019711255,1.00960757504026,2.33000457946389,1.96354641774493,-0.207835240160542,0.490569631347332,-0.206421515868042,0.590740333823644
"24",12,1951,1.27930017887239,1.52673177538321,1.92478002318106,2.43729288999277,1.91328323533821,1.79378440334995,1.41915915101408,1.54483204773566,0.856371064268517,0.610498827717037,0.833556631832853,0.878813422748107,1.81207352064426,1.70953375027648,0.943587140298253,0.593783347345265,0.912330971391333,1.23785580230442,2.60102308715683,2.20027177791435,0.432507083483829,0.82113736577438,0.44510409754892,1.07534390132644
"25",1,1952,-0.317224842432383,-0.351976960127705,-0.00444922108332672,0.562463968773721,0.0306067275072668,-0.147587055042291,0.615230212877657,0.719303039870356,0.274508822637333,0.511713425983116,0.293638652968799,0.236131270501285,2.00887357410699,2.00640958922187,0.994333837620433,0.798360016759058,0.99989179655556,1.3135281294455,2.21160260655599,1.98642509377945,0.209998225055935,0.699716535316192,0.199877560501524,0.811837005610639
