"","Duration","Severity","Mean_Intensity","Peak_Intensity","Date_Ini_Ev","Date_Fin_Ev","Interarrival"
"1",1,1.09609719504914,1.09609719504914,1.09609719504914,"9","9",2
"2",7,8.65888452422769,1.2369835034611,1.89954028396193,"11","17",25
"3",3,3.54159898186591,1.1805329939553,1.30482974784092,"36","38",12
"4",1,0.53607430780378,0.53607430780378,0.53607430780378,"48","48",7
"5",2,1.48643062086571,0.743215310432855,0.946227416470878,"55","56",3
"6",2,1.47870794716826,0.739353973584128,0.869261929310109,"58","59",4
"7",2,1.84492727212246,0.922463636061232,1.08856073474295,"62","63",3
"8",3,2.87724928593955,0.959083095313185,1.77409109835336,"65","67",15
"9",9,7.71192780213294,0.85688086690366,1.10983981380797,"80","88",18
"10",2,1.33843240511498,0.669216202557489,0.677764984578238,"98","99",3
"11",1,0.503314886209384,0.503314886209384,0.503314886209384,"101","101",10
"12",7,13.3554570666775,1.90792243809679,2.90708196560363,"111","117",21
"13",3,4.76483719012366,1.58827906337455,1.98216497539355,"132","134",13
"14",1,0.595386969495862,0.595386969495862,0.595386969495862,"145","145",2
"15",2,1.43779172008418,0.718895860042092,0.722677245435648,"147","148",3
"16",8,7.11685696938646,0.889607121173307,1.38531828239403,"150","157",19
"17",1,1.24711760385149,1.24711760385149,1.24711760385149,"169","169",3
"18",1,0.814954174748691,0.814954174748691,0.814954174748691,"172","172",16
"19",5,4.76869965639376,0.953739931278753,1.33177884553385,"188","192",6
"20",1,1.28942080354337,1.28942080354337,1.28942080354337,"194","194",2
"21",1,0.774809524804619,0.774809524804619,0.774809524804619,"196","196",2
"22",2,1.50624346324969,0.753121731624845,0.952059747362157,"198","199",4
"23",5,5.63766386668756,1.12753277333751,1.99835814458083,"202","206",19
"24",3,2.31959378156203,0.773197927187343,1.07019368355909,"221","223",22
"25",5,5.94910171402359,1.18982034280472,1.43694407620273,"243","247",35
"26",1,0.972721173946847,0.972721173946847,0.972721173946847,"278","278",2
"27",2,2.08940284170955,1.04470142085477,1.05180594565683,"280","281",10
"28",1,0.704523679635354,0.704523679635354,0.704523679635354,"290","290",4
"29",2,1.24073912352902,0.620369561764511,0.728538180770848,"294","295",4
"30",2,1.377108061298,0.688554030648999,0.723212233415094,"298","299",28
"31",1,0.583087428437062,0.583087428437062,0.583087428437062,"326","326",16
"32",3,2.20241000525553,0.73413666841851,0.85267217677291,"342","344",4
"33",1,0.542617247185746,0.542617247185746,0.542617247185746,"346","346",5
"34",2,1.71132111630584,0.855660558152922,1.13773922527901,"351","352",19
"35",3,2.34507053882183,0.781690179607277,0.858656590416291,"370","372",11
"36",1,0.524596444874679,0.524596444874679,0.524596444874679,"381","381",3
"37",6,5.64109244755423,0.940182074592371,1.38506737822243,"384","389",37
"38",9,11.2857162055802,1.25396846728669,1.62581776796295,"421","429",15
"39",12,15.8463914244818,1.32053261870682,1.98793982518521,"436","447",36
"40",6,10.4821952267159,1.74703253778599,1.96955829305835,"472","477",23
"41",2,1.8669753623056,0.933487681152802,1.07872681491888,"495","496",3
"42",1,0.566738347071568,0.566738347071568,0.566738347071568,"498","498",26
"43",7,7.3005177808244,1.04293111154634,1.33805484438907,"524","530",9
"44",6,7.37209821883303,1.22868303647217,1.77383506519515,"533","538",9
"45",1,0.509462059574457,0.509462059574457,0.509462059574457,"542","542",43
"46",5,6.08973116123958,1.21794623224792,1.57864996322204,"585","589",6
"47",6,4.19928309900275,0.699880516500458,0.800639389247387,"591","596",9
"48",1,0.586013030902118,0.586013030902118,0.586013030902118,"600","600",11
"49",14,23.1591320415959,1.65422371725685,2.61967714227391,"611","624",15
"50",1,0.50120300396149,0.50120300396149,0.50120300396149,"626","626",4
"51",2,2.17449606762457,1.08724803381229,1.16591367936442,"630","631",16
"52",1,0.555530130540759,0.555530130540759,0.555530130540759,"646","646",11
"53",7,6.98246337591264,0.99749476798752,1.56155888469106,"657","663",23
"54",1,0.560093920926793,0.560093920926793,0.560093920926793,"680","680",9
"55",7,17.5140461132687,2.50200658760982,3.21410571810515,"689","695",11
"56",8,11.5424450302664,1.4428056287833,2.71919606441737,"700","707",18
"57",1,0.781554668176861,0.781554668176861,0.781554668176861,"718","718",5
"58",1,0.978540199781659,0.978540199781659,0.978540199781659,"723","723",2
"59",8,12.1920444031822,1.52400555039778,2.26171040126846,"725","732",NA
