"","Duration","Severity","Mean_Intensity","Peak_Intensity","Date_Ini_Ev","Date_Fin_Ev","Interarrival"
"1",5,4.78976669409426,0.957953338818852,1.37051551704199,"7","11",25
"2",2,1.58466583520231,0.792332917601157,1.07007594979048,"32","33",14
"3",1,0.970033140351042,0.970033140351042,0.970033140351042,"46","46",7
"4",5,5.04940473034661,1.00988094606932,1.08292818548146,"53","57",8
"5",5,4.63760651870154,0.927521303740309,1.29118481346443,"61","65",14
"6",12,12.4923796512997,1.04103163760831,1.48295702116034,"75","86",17
"7",3,2.59466413691169,0.864888045637231,1.07921182243734,"92","94",4
"8",1,0.608972303567201,0.608972303567201,0.608972303567201,"96","96",2
"9",1,0.72291792518563,0.72291792518563,0.72291792518563,"98","98",7
"10",2,2.38627584298056,1.19313792149028,1.58309231826034,"105","106",5
"11",3,5.38754300085886,1.79584766695295,2.08598501919998,"110","112",18
"12",4,6.28429891435341,1.57107472858835,1.86856461080785,"128","131",14
"13",2,2.03477536712939,1.01738768356469,1.27332621087056,"142","143",8
"14",2,1.85440542193843,0.927202710969217,1.29523182746458,"150","151",16
"15",3,3.29059152305639,1.0968638410188,1.71527806599791,"166","168",10
"16",1,0.856689221040134,0.856689221040134,0.856689221040134,"176","176",9
"17",4,3.3131624813405,0.828290620335124,1.2854462074052,"185","188",12
"18",6,6.24885440063557,1.04147573343926,1.87835423483468,"197","202",23
"19",2,2.79540220867922,1.39770110433961,1.47092962434608,"220","221",22
"20",4,4.60044865777888,1.15011216444472,1.21805845503232,"242","245",9
"21",3,3.43414262897848,1.14471420965949,1.38925953122008,"251","253",14
"22",3,3.23787895891975,1.07929298630658,1.16216663716283,"265","267",9
"23",3,4.29082469225666,1.43027489741889,1.82838004133018,"274","276",10
"24",10,7.19211327301821,0.719211327301821,0.933270564332543,"284","293",13
"25",3,2.93414174627353,0.978047248757842,1.16426546865729,"297","299",27
"26",1,0.500742416226366,0.500742416226366,0.500742416226366,"324","324",16
"27",3,2.87897853588921,0.95965951196307,1.37358238436498,"340","342",9
"28",1,0.52756003823819,0.52756003823819,0.52756003823819,"349","349",6
"29",1,0.534454229001497,0.534454229001497,0.534454229001497,"355","355",11
"30",2,1.69300920889026,0.846504604445132,1.03150850629127,"366","367",8
"31",1,0.813113540060278,0.813113540060278,0.813113540060278,"374","374",6
"32",2,1.69305183822772,0.846525919113859,1.02790506981867,"380","381",4
"33",3,2.51145687824509,0.837152292748364,1.01678285061552,"384","386",10
"34",1,0.822289057903773,0.822289057903773,0.822289057903773,"394","394",14
"35",1,0.585826725239696,0.585826725239696,0.585826725239696,"408","408",8
"36",4,4.89376424600513,1.22344106150128,1.88181308163389,"416","419",6
"37",4,4.19440512856264,1.04860128214066,1.50317172175912,"422","425",5
"38",1,0.88918160736012,0.88918160736012,0.88918160736012,"427","427",6
"39",4,5.2622270960455,1.31555677401138,1.67525936191475,"433","436",5
"40",4,5.47059621922625,1.36764905480656,1.6798572665748,"438","441",30
"41",8,11.0887270453109,1.38609088066387,2.1521150813808,"468","475",12
"42",4,4.46268540180685,1.11567135045171,1.54092815806525,"480","483",9
"43",7,5.53101909091773,0.790145584416818,1.33749598033523,"489","495",9
"44",2,1.3490314554651,0.674515727732548,0.786519025366825,"498","499",7
"45",2,2.62880380536958,1.31440190268479,1.55600520363789,"505","506",7
"46",7,5.07490289839137,0.724986128341624,0.90146102510554,"512","518",10
"47",7,7.72070254092887,1.10295750584698,1.7676018276885,"522","528",9
"48",5,5.74008417766077,1.14801683553215,1.77996021271929,"531","535",9
"49",2,1.75807157196058,0.879035785980289,0.970546787949024,"540","541",12
"50",1,0.738515497286113,0.738515497286113,0.738515497286113,"552","552",11
"51",1,0.880068058827102,0.880068058827102,0.880068058827102,"563","563",12
"52",2,2.97210079253874,1.48605039626937,1.68698202922594,"575","576",7
"53",4,4.63851660107948,1.15962915026987,1.51290015364643,"582","585",8
"54",4,4.8532756736698,1.21331891841745,1.68592059774135,"590","593",7
"55",3,3.04474188442372,1.01491396147457,1.67558961090079,"597","599",10
"56",1,1.42715127886917,1.42715127886917,1.42715127886917,"607","607",2
"57",13,18.7978784162876,1.44599064740674,2.22551272187078,"609","621",20
"58",2,1.58151666299137,0.790758331495686,1.02498428266439,"629","630",5
"59",2,2.52494926260137,1.26247463130069,1.32496597335196,"634","635",7
"60",2,2.1544342311285,1.07721711556425,1.17261160289207,"641","642",8
"61",1,0.662434479084449,0.662434479084449,0.662434479084449,"649","649",2
"62",2,1.51446784516092,0.757233922580459,0.945397248262936,"651","652",4
"63",7,8.71825374054863,1.24546482007838,1.77270048034698,"655","661",10
"64",4,3.36745552217257,0.841863880543144,1.0362759371216,"665","668",7
"65",1,0.820849786845546,0.820849786845546,0.820849786845546,"672","672",2
"66",3,2.15268707607281,0.717562358690938,0.77605084279683,"674","676",9
"67",2,1.58567240961495,0.792836204807477,0.821056238533716,"683","684",3
"68",7,12.669298215453,1.80989974506471,3.15782145229248,"686","692",11
"69",7,9.50257808063214,1.35751115437602,1.94070834494279,"697","703",10
"70",1,0.588321281265466,0.588321281265466,0.588321281265466,"707","707",7
"71",3,2.66187086488226,0.887290288294088,1.22348655837433,"714","716",8
"72",8,8.64159554375963,1.08019944296995,2.14528247698371,"722","729",NA
