"","Duration","Severity","Mean_Intensity","Peak_Intensity","Date_Ini_Ev","Date_Fin_Ev","Interarrival"
"1",7,5.5129153155637,0.787559330794814,1.05891528994804,"15","21",28
"2",2,1.78897135583734,0.894485677918669,0.987081017670686,"43","44",18
"3",7,5.7392013443104,0.819885906330057,1.19611042899769,"61","67",19
"4",4,2.43380631347417,0.608451578368543,0.685192768110373,"80","83",6
"5",3,2.62203417381786,0.87401139127262,1.0139627779326,"86","88",15
"6",3,1.6835581531808,0.561186051060266,0.612209782322508,"101","103",11
"7",7,7.22880704956605,1.03268672136658,1.3276449142989,"112","118",8
"8",2,1.17213374208415,0.586066871042075,0.600579458248606,"120","121",31
"9",10,12.0865195794503,1.20865195794503,1.81385415978044,"151","160",38
"10",1,0.760706810315028,0.760706810315028,0.760706810315028,"189","189",5
"11",12,17.6227597643418,1.46856331369515,2.21990528253067,"194","205",50
"12",6,4.6114984506441,0.768583075107351,1.10030166429455,"244","249",102
"13",1,0.625909809945335,0.625909809945335,0.625909809945335,"346","346",2
"14",5,4.21977742392572,0.843955484785143,1.06931370053899,"348","352",28
"15",1,0.505665734031226,0.505665734031226,0.505665734031226,"376","376",8
"16",6,3.78554775802264,0.630924626337107,0.875160498397561,"384","389",40
"17",9,10.1007944992694,1.12231049991882,2.19456426925573,"424","432",10
"18",14,17.9792401235568,1.28423143739692,1.9274718716977,"434","447",15
"19",1,0.577443704449175,0.577443704449175,0.577443704449175,"449","449",27
"20",8,8.16417685562315,1.02052210695289,1.37054260105663,"476","483",53
"21",2,1.38399392349981,0.691996961749906,0.83866628603644,"529","530",3
"22",12,16.6854478634728,1.39045398862273,1.99260594017892,"532","543",52
"23",18,17.9791604793466,0.998842248852591,1.6580374890566,"584","601",30
"24",19,38.2381507435179,2.01253424965884,3.45548613159528,"614","632",21
"25",1,0.517777487012803,0.517777487012803,0.517777487012803,"635","635",2
"26",1,1.03750524626022,1.03750524626022,1.03750524626022,"637","637",23
"27",10,9.68010656013862,0.968010656013862,1.18983049211661,"660","669",29
"28",26,45.5441441231043,1.75169785088863,2.72135712355886,"689","714",29
"29",1,0.529401451669767,0.529401451669767,0.529401451669767,"718","718",2
"30",13,20.0914586088521,1.54549681606555,2.6720477350142,"720","732",NA
