"","Duration","Severity","Mean_Intensity","Peak_Intensity","Date_Ini_Ev","Date_Fin_Ev","Interarrival"
"1",1,0.528571284399445,0.528571284399445,0.528571284399445,"12","12",2
"2",8,6.9565832773364,0.86957290966705,1.57419259344345,"14","21",24
"3",4,3.62110939994477,0.905277349986191,1.40937268228227,"38","41",20
"4",2,1.1194498094933,0.559724904746648,0.591154702792745,"58","59",3
"5",3,3.21266142085434,1.07088714028478,1.35941683485021,"61","63",4
"6",3,2.88161609905139,0.960538699683797,1.44764740429641,"65","67",13
"7",1,0.586220535899432,0.586220535899432,0.586220535899432,"78","78",2
"8",1,0.59724721261419,0.59724721261419,0.59724721261419,"80","80",2
"9",3,1.97813444840811,0.659378149469371,0.731805087308994,"82","84",4
"10",3,2.23889725076169,0.746299083587229,1.0152225524303,"86","88",12
"11",5,3.70697212194105,0.741394424388211,0.85017205987353,"98","102",14
"12",6,8.39814193864924,1.39969032310821,1.86862737330308,"112","117",24
"13",2,1.31750661241367,0.658753306206833,0.693782563219851,"136","137",14
"14",11,12.4406444974632,1.13096768158757,1.69725003418674,"150","160",22
"15",1,0.776436127109368,0.776436127109368,0.776436127109368,"172","172",19
"16",1,0.604361856836358,0.604361856836358,0.604361856836358,"191","191",2
"17",14,16.9307130435098,1.20933664596499,1.8494415731926,"193","206",51
"18",5,5.97914786727003,1.19582957345401,1.54667197795933,"244","248",37
"19",1,0.683918804181491,0.683918804181491,0.683918804181491,"281","281",62
"20",1,0.910601304360074,0.910601304360074,0.910601304360074,"343","343",5
"21",4,2.84038629364778,0.710096573411946,0.932474877374308,"348","351",26
"22",2,1.30620149118259,0.653100745591293,0.785692507620226,"374","375",11
"23",5,4.83647858528384,0.967295717056768,1.29202831962548,"385","389",36
"24",1,0.975723584188333,0.975723584188333,0.975723584188333,"421","421",3
"25",6,8.85701925007893,1.47616987501316,2.16363618113928,"424","429",7
"26",3,2.15823555810846,0.719411852702819,0.923332954747786,"431","433",4
"27",3,2.67117800053632,0.890392666845441,1.09935819569519,"435","437",4
"28",9,12.5357941129427,1.39286601254919,1.90110609394302,"439","447",36
"29",6,7.90183281078218,1.31697213513036,1.94410465502229,"475","480",51
"30",1,0.65336742045383,0.65336742045383,0.65336742045383,"526","526",3
"31",14,17.2422285083141,1.23158775059386,1.88882065951959,"529","542",42
"32",1,0.602291259394311,0.602291259394311,0.602291259394311,"571","571",12
"33",18,16.8436742789256,0.935759682162532,1.28784440413542,"583","600",29
"34",19,33.7215405079379,1.77481792147042,3.13096711215479,"612","630",22
"35",1,0.850946485586762,0.850946485586762,0.850946485586762,"634","634",3
"36",1,1.12882000106631,1.12882000106631,1.12882000106631,"637","637",20
"37",9,8.36217209328616,0.929130232587351,1.26929765356919,"657","665",11
"38",1,0.956804054553959,0.956804054553959,0.956804054553959,"668","668",12
"39",1,0.597045496973657,0.597045496973657,0.597045496973657,"680","680",4
"40",1,0.598298220205953,0.598298220205953,0.598298220205953,"684","684",5
"41",23,38.807115982242,1.68726591227139,2.72326001780915,"689","711",31
"42",13,21.1376421700785,1.62597247462142,2.40896525645376,"720","732",NA
