"","Duration","Severity","Mean_Intensity","Peak_Intensity","Date_Ini_Ev","Date_Fin_Ev","Interarrival"
"1",1,0.620933294534984,0.620933294534984,0.620933294534984,"4","4",4
"2",7,7.77042664924868,1.11006094989267,1.82703398058284,"8","14",8
"3",1,0.651423446149247,0.651423446149247,0.651423446149247,"16","16",5
"4",1,0.550954542104059,0.550954542104059,0.550954542104059,"21","21",12
"5",4,4.3089507256441,1.07723768141102,1.4351715512269,"33","36",12
"6",1,0.593741573418841,0.593741573418841,0.593741573418841,"45","45",10
"7",2,1.82247788915924,0.911238944579621,0.952637934892605,"55","56",7
"8",2,2.37296583526306,1.18648291763153,1.66278407539409,"62","63",4
"9",1,0.846159616782608,0.846159616782608,0.846159616782608,"66","66",12
"10",1,1.07862715865172,1.07862715865172,1.07862715865172,"78","78",2
"11",1,0.884864959767194,0.884864959767194,0.884864959767194,"80","80",2
"12",3,1.66904536844202,0.556348456147339,0.592563351508778,"82","84",4
"13",3,2.83944546570554,0.946481821901847,1.05621874089258,"86","88",12
"14",3,1.79561351348841,0.598537837829468,0.692396142903304,"98","100",10
"15",2,1.56160336777628,0.780801683888138,1.01826078609514,"108","109",3
"16",4,9.39591906781771,2.34897976695443,3.74057639228664,"111","114",18
"17",5,7.31898878458847,1.46379775691769,1.96490281056096,"129","133",9
"18",1,1.01964944441888,1.01964944441888,1.01964944441888,"138","138",6
"19",2,1.47534203485068,0.737671017425339,0.952853313041955,"144","145",5
"20",1,0.68034148972922,0.68034148972922,0.68034148972922,"149","149",2
"21",3,2.77135377660237,0.92378459220079,1.27879441343582,"151","153",4
"22",3,2.89726442163129,0.96575480721043,1.26515527940917,"155","157",11
"23",1,0.597868308838714,0.597868308838714,0.597868308838714,"166","166",3
"24",1,1.1658223204023,1.1658223204023,1.1658223204023,"169","169",18
"25",3,4.04468853687722,1.34822951229241,1.53415430232188,"187","189",7
"26",3,3.06747127677369,1.02249042559123,1.33282919505088,"194","196",6
"27",1,0.907830628100448,0.907830628100448,0.907830628100448,"200","200",2
"28",3,4.63945298259092,1.54648432753031,1.9182745624445,"202","204",19
"29",3,3.86918353300548,1.28972784433516,1.74496031706611,"221","223",21
"30",6,5.76333369060809,0.960555615101348,1.04085722399624,"242","247",11
"31",1,0.875148206495289,0.875148206495289,0.875148206495289,"253","253",2
"32",1,0.578278333877532,0.578278333877532,0.578278333877532,"255","255",14
"33",1,0.716601445854631,0.716601445854631,0.716601445854631,"269","269",7
"34",3,3.85681040992367,1.28560346997456,1.78373628622556,"276","278",11
"35",1,0.802841226642233,0.802841226642233,0.802841226642233,"287","287",7
"36",2,1.42704841588063,0.713524207940314,0.795209865555646,"294","295",5
"37",2,1.55674699699217,0.778373498496084,0.993217149925472,"299","300",27
"38",1,0.770312348956844,0.770312348956844,0.770312348956844,"326","326",16
"39",3,2.85221508416708,0.950738361389028,1.32887438248787,"342","344",7
"40",3,2.56332061685381,0.854440205617937,1.13597550816835,"349","351",18
"41",3,3.0115630932464,1.00385436441547,1.19629005308185,"367","369",9
"42",1,0.694391414085407,0.694391414085407,0.694391414085407,"376","376",5
"43",2,1.82057555223429,0.910287776117144,1.29425136063477,"381","382",3
"44",1,0.717943744288712,0.717943744288712,0.717943744288712,"384","384",2
"45",2,2.19297579165558,1.09648789582779,1.49826200124487,"386","387",10
"46",1,0.76047199930608,0.76047199930608,0.76047199930608,"396","396",22
"47",5,5.59337646419338,1.11867529283868,1.51109480439715,"418","422",7
"48",5,5.25746878479185,1.05149375695837,1.48778063199047,"425","429",10
"49",9,10.6797926797166,1.18664363107963,1.77641461744846,"435","443",12
"50",1,0.741197208364068,0.741197208364068,0.741197208364068,"447","447",23
"51",5,7.87194382262046,1.57438876452409,2.64223594948581,"470","474",6
"52",2,2.07677261518306,1.03838630759153,1.34018306853003,"476","477",7
"53",1,0.892078900437513,0.892078900437513,0.892078900437513,"483","483",12
"54",2,1.9888184006696,0.994409200334801,1.29535185748205,"495","496",12
"55",1,1.10579307413335,1.10579307413335,1.10579307413335,"507","507",7
"56",1,0.765069325775239,0.765069325775239,0.765069325775239,"514","514",10
"57",3,4.09464311480743,1.36488103826914,1.5512181004458,"524","526",6
"58",1,1.13845826727168,1.13845826727168,1.13845826727168,"530","530",3
"59",3,3.60549474134445,1.20183158044815,1.92580185265551,"533","535",4
"60",2,1.60222569890475,0.801112849452373,1.01944594494832,"537","538",22
"61",1,0.662151842346805,0.662151842346805,0.662151842346805,"559","559",5
"62",2,2.14044984106507,1.07022492053254,1.33478424985417,"564","565",7
"63",1,0.773554428582702,0.773554428582702,0.773554428582702,"571","571",6
"64",2,1.76970828322454,0.884854141612268,1.06374156428834,"577","578",5
"65",8,6.61250182355358,0.826562727944197,1.45047387123885,"582","589",11
"66",3,3.07343147889872,1.02447715963291,1.30059362752106,"593","595",7
"67",1,1.21430743580287,1.21430743580287,1.21430743580287,"600","600",8
"68",2,1.45345632567887,0.726728162839436,0.919281960457962,"608","609",5
"69",11,16.794564909095,1.52677862809955,2.67039196535404,"613","623",14
"70",1,0.793965290995594,0.793965290995594,0.793965290995594,"627","627",3
"71",2,1.84170742424827,0.920853712124137,1.20932182299571,"630","631",7
"72",1,0.597386852493842,0.597386852493842,0.597386852493842,"637","637",6
"73",2,2.30829184894613,1.15414592447307,1.5913283302012,"643","644",14
"74",6,5.46127577677791,0.910212629462984,1.64438456739519,"657","662",11
"75",2,1.46158336334437,0.730791681672187,0.953920324830922,"668","669",12
"76",1,0.569900868801548,0.569900868801548,0.569900868801548,"680","680",4
