"","Duration","Severity","Mean_Intensity","Peak_Intensity","Date_Ini_Ev","Date_Fin_Ev","Interarrival"
"1",1,0.568177714868946,0.568177714868946,0.568177714868946,"38","38",2
"2",1,0.565330642299678,0.565330642299678,0.565330642299678,"40","40",2
"3",7,6.81718069248134,0.973882956068763,1.10856186062289,"42","48",8
"4",10,9.53722640514935,0.953722640514935,1.18373471342056,"50","59",11
"5",2,1.97309354667024,0.986546773335118,0.99880542362582,"61","62",4
"6",23,35.6449081070654,1.54977861335067,3.08745383587454,"65","87",25
"7",8,5.49843228819526,0.687304036024408,1.06434397820889,"90","97",11
"8",7,6.25518206367951,0.893597437668501,1.22770368952406,"101","107",9
"9",2,2.13055822546115,1.06527911273057,1.2888976870889,"110","111",26
"10",2,1.40006675518456,0.700033377592279,0.849183777667808,"136","137",3
"11",3,1.85095850129219,0.616986167097395,0.674765127435589,"139","141",102
"12",4,3.74800064472465,0.937000161181161,1.24126301547101,"241","244",17
"13",1,0.529153202735682,0.529153202735682,0.529153202735682,"258","258",7
"14",3,2.60631179344456,0.868770597814853,0.879086899140435,"265","267",7
"15",21,21.7001016149158,1.03333817213885,1.56492455104453,"272","292",102
"16",6,4.89752735033385,0.816254558388975,1.10028195250547,"374","379",11
"17",1,0.514885554468136,0.514885554468136,0.514885554468136,"385","385",24
"18",1,0.676650761839111,0.676650761839111,0.676650761839111,"409","409",3
"19",8,11.2540701509443,1.40675876886803,1.84222835813499,"412","419",12
"20",15,15.2022710201412,1.01348473467608,2.07020991376629,"424","438",37
"21",13,10.8187792212632,0.832213786251017,1.30821376683763,"461","473",19
"22",12,10.7773627369939,0.898113561416155,1.25528570076274,"480","491",25
"23",1,0.780833658704668,0.780833658704668,0.780833658704668,"505","505",5
"24",18,24.7896582253223,1.37720323474013,1.85477538993747,"510","527",22
"25",1,0.606632285629159,0.606632285629159,0.606632285629159,"532","532",35
"26",1,0.572227515087503,0.572227515087503,0.572227515087503,"567","567",14
"27",4,2.89586946712426,0.723967366781066,0.980296663380716,"581","584",8
"28",5,4.61957886421565,0.92391577284313,1.38636874389648,"589","593",13
"29",11,21.4437767828151,1.94943425298319,2.77622382432374,"602","612",24
"30",1,0.772488457502128,0.772488457502128,0.772488457502128,"626","626",15
"31",2,1.21186703377423,0.605933516887117,0.706307062438768,"641","642",5
"32",16,18.6249878572436,1.16406174107773,2.03622558759178,"646","661",19
"33",3,2.69402888508692,0.898009628362307,1.02024441085008,"665","667",14
"34",16,17.3220687672471,1.08262929795294,2.17750836960086,"679","694",17
"35",4,4.28938023561645,1.07234505890411,1.62590859066421,"696","699",24
"36",1,0.63084267057165,0.63084267057165,0.63084267057165,"720","720",NA
